BIB_ID	VENDOR_CODE	bibtype	date	form	place	language	govdoc	publisher	fund	poofid
10315519	KINOKUNIYA	am	2017	b	ja\	jpn	\	Bensei Shuppan	8612	12890
10315521	KINOKUNIYA	am	2017	b	ja\	jpn	\	Bensei Shuppan	8612	12889
10315523	KINOKUNIYA	am	2017	b	ja\	jpn	\	Kōbunken	8612	12888
10315454	KINOKUNIYA	am	2018	b	ja\	jpn	\	Yoshikawa Kōbunkan	8612	12856
10315445	KINOKUNIYA	am	2017	b	ja\	jpn	\	Heibonsha	8612	12859
10315447	KINOKUNIYA	am	2016	b	ja\	jpn	\	Tōkyōdō Shuppan	8612	12858
10315450	KINOKUNIYA	am	2018	b	ja\	jpn	\	Bensei Shuppan	8612	12857
10315457	KINOKUNIYA	am	2018	\	ja\	jpn	\	Kokushokankōkai	8612	12855
10315459	KINOKUNIYA	am	2018	\	ja\	jpn	\	Bensei Shuppan	8612	12854
10315461	KINOKUNIYA	am	2018	\	ja\	jpn	\	Bensei Shuppan	8612	12853
10315464	KINOKUNIYA	am	2018	b	ja\	jpn	\	Bensei Shuppan	8612	12852
10315467	KINOKUNIYA	am	2018	b	ja\	jpn	\	Bensei Shuppan	8612	12851
10315470	KINOKUNIYA	am	2018	b	ja\	jpn	\	Bensei Shuppan	8612	12850
10315446	KINOKUNIYA	am	1976	\	ja\	jpn	\	Daviddosha	8612	12939
10315449	KINOKUNIYA	am	2002	\	ja\	jpn	\	Bungeisha	8612	12937
10347681	MASS	am	2012	b	is\	eng	\	Israel Exploration Society	p2261	13822
10360964	MASS	am	2018	\	is\	eng	\	NA	p2251	14508
10360966	MASS	am	2018	\	is\	eng	\	Israel Exploration Society ;$bBiblical Archaeology Society	p2251	14505
10377652	MELLEN	am	2008	b	nyu	eng	\	Edwin Mellen Press	p2952	14909
10377655	MELLEN	am	2005	b	nyu	eng	\	Edwin Mellen Press	p6350	14908
10377656	MELLEN	am	2013	b	nyu	eng	\	Edwin Mellen Press	p6350	14906
10377658	MELLEN	am	2008	b	nyu	eng	\	Edwin Mellen Press	p6350	14904
10377660	MELLEN	am	2006	b	nyu	eng	\	Edwin Mellen Press	p6350	14900
10377663	MELLEN	am	2005	\	sa\	eng	\	Porcupine Press	p6390	14871
10406686	MIDWEST	am	2010	\	nyu	eng	\	Picador,$c[2010]	p8350	15424
10407849	MIDWEST	am	2011	b	no\	eng	\	Tapir Academic Press	p8350	15441
10405220	MIDWEST	am	2012	b	nyu	eng	\	Modern Language Association of America	p3150	15391
10405223	MIDWEST	am	2013	b	nyu	eng	\	The Modern Language Association of America	p3151	15389
10405310	MIDWEST	am	2012	b	nyu	eng	\	Modern Language Association of America	p3150	15387
10405225	MIDWEST	am	2009	b	nyu	eng	\	Modern Language Association of America	p3155	15388
10405226	MIDWEST	am	2009	b	nyu	eng	\	Modern Language Association of America	p3166	15386
10405227	MIDWEST	am	2009	b	nyu	eng	\	Modern Language Association of America	p3166	15385
10405228	MIDWEST	am	1989	b	nyu	eng	\	Modern Language Association of America	p3166	15384
10405229	MIDWEST	am	2007	b	nyu	eng	\	Modern Language Association of America	p3166	15383
10385681	MIDWEST	am	2011	\	xna	eng	\	Allen & Unwin	8110	15271
10385133	MIDWEST	am	2010	\	at\	eng	\	Big Sky Publishing Pty, Limited.;\1$aNewport, New South Wales :$bBig Sky Publishing	8110	15196
10385125	MIDWEST	am	2005	b	su\	eng	\	International Islamic Publishing House	p2156	15231
10385128	MIDWEST	am	2010	b	ne\	eng	\	Brill ;$aBiggleswade :$bExtenza Turpin [distributor]	p3350	15230
10385130	MIDWEST	am	2012	f	qea	eng	\	[Diethelm F. Ryschka]/Xlibris	8110	15209
10382912	MIDWEST	am	1995	b	ne\	eng	\	KIT - Tropenmuseum	8110	15114
10382918	MIDWEST	am	2013	b	ne\	eng	\	KIT Publishers	8110	15099
10377911	MIDWEST	am	2011	b	msu	eng	\	University Press of Mississippi	p2160	14873
10380030	MIDWEST	am	2014	b	vau	eng	\	Just World Books	p2156	14993
10380032	MIDWEST	am	2008	b	onc	eng	\	Compass Books	p2156	14992
10376494	MIDWEST	am	2014	b	my\	eng	\	Natural History Publications (Borneo)	8110	14856
10376496	MIDWEST	am	2014	b	enk	eng	\	Bloomsbury	592	14833
10376981	MIDWEST	am	2009	b	enk	eng	\	Continuum	592	14862
10376985	MIDWEST	am	2011	b	enk	eng	\	Continuum	592	14861
10376987	MIDWEST	am	1998	b	vtu	eng	\	Jewish Lights Pub.	p8559	14859
10376380	MIDWEST	am	2013	b	cou	eng	\	Lynne Rienner Publishers, Inc.	p2160	14802
10363460	MIDWEST	am	2013	b	vau	eng	\	Kumarian Press	6343	14740
10363465	MIDWEST	am	2014	b	mdu	eng	\	Rowman & Lttlefield	6343	14737
10363467	MIDWEST	am	2003	b	gau	eng	\	M.A.A.T. [Mbongi Association for Afrikan Transformation]	6343	14734
10362929	MIDWEST	am	2008	b	nju	eng	\	Africa World Press	6343	14683
10363877	MIDWEST	am	2013	\	cou	eng	\	Lynne Rienner Publishers	p2160	14803
10362927	MIDWEST	am	2010	b	aca	eng	\	Heart Books	8110	14717
10362012	MIDWEST	am	2003	b	nyu	eng	\	Penguin Books	6343	14658
10361354	MIDWEST	am	2014	b	nyu	eng	\	Penguin Books	6343	14662
10361361	MIDWEST	am	2012	b	enk	eng	\	Palgrave Macmillan	592	14577
10360932	MIDWEST	am	2017	b	ph\	eng	i	Asian Development Bank	8110	14519
10360682	MIDWEST	am	1972	\	utu	eng	\	[Deseret Test Center]	p1161	14529
10359887	MIDWEST	am	2012	b	miu	eng	\	Greenhaven Press	1341	14382
10359939	MIDWEST	am	1972	\	ilu	eng	\	Third World Press	p2163	14412
10359751	MIDWEST	am	2015	b	ilu	eng	\	Third World Press	6310	14426
10359754	MIDWEST	am	2012	\	ilu	eng	\	Third World Press	6310	14424
10359755	MIDWEST	am	2010	\	ilu	eng	\	Third World Press	p2163	14423
4033926	MIDWEST	am	2011	b	ilu	eng	\	Third World Press	p2163	14400
10359758	MIDWEST	am	2008	b	ilu	eng	\	Third World Press	p2163	14421
10359761	MIDWEST	am	2009	\	ilu	eng	\	Third World Press	p2163	14420
10359762	MIDWEST	am	2009	b	ilu	eng	\	Third World Press	p2163	14419
10359765	MIDWEST	am	2008	\	ilu	eng	\	Third World Press	p2163	14418
10359766	MIDWEST	am	2010	b	ilu	eng	\	Third World Press	p2163	14417
10359771	MIDWEST	am	2007	b	ilu	eng	\	Third World Press	p2163	14416
10359772	MIDWEST	am	2008	b	ilu	eng	\	Third World Press	p2163	14415
10359775	MIDWEST	am	2007	b	ilu	eng	\	Third World Press	p2163	14414
10359776	MIDWEST	am	2014	b	ilu	eng	\	Third World Press	p2163	14411
10359778	MIDWEST	am	2012	b	ilu	eng	\	TWP Third World Press	p2163	14410
10359780	MIDWEST	am	2010	b	ilu	eng	\	Third World Press	p2163	14409
10359782	MIDWEST	am	2013	b	ilu	eng	\	Third World Press	p2163	14408
10359783	MIDWEST	am	2012	\	ilu	eng	\	Third World Press	p2163	14406
10359784	MIDWEST	am	2009	b	ilu	eng	\	Third World Press	p2163	14405
10359785	MIDWEST	tm	2013	b	ilu	eng	\	Third World Press	p2163	14404
10359786	MIDWEST	am	2011	b	ilu	eng	\	Third World Press	p2163	14402
10359196	MIDWEST	am	2011	\	nyu	eng	\	Akashic Books	2161	14350
10359199	MIDWEST	am	2014	\	nyu	eng	\	Strebor Books	2161	14348
10359204	MIDWEST	am	2015	b	mau	eng	\	Da Capo Press, a member of Perseus Books Group	2161	14347
10359205	MIDWEST	am	2013	b	nyu	eng	\	Sheep Meadow Press	2161	14345
10359207	MIDWEST	am	2015	\	nyu	eng	\	Vintage Books a division of Random House LLC	2161	14343
10358687	MIDWEST	am	2014	\	au\	eng	\	Edition Aufbruch	8110	14299
10358690	MIDWEST	am	2000	\	ce\	eng	\	Rajah & Sundram Publishers	2010	14287
10294780	MIDWEST	am	1999	b	mau	eng	\	Shambhala	4210	12433
10294780	MIDWEST	am	1999	b	mau	eng	\	Shambhala	4210	12433
10356974	MIDWEST	am	2011	b	gw\	eng	\	LAP LAMBERT Academic Publishing	8110	14234
10356975	MIDWEST	am	2009	\	gw\	eng	\	NA	p8190	14210
10356977	MIDWEST	am	2014	\	ja\	eng	\	Flick Studio	8110	14206
10356979	MIDWEST	am	2013	b	enk	eng	\	Pen and Sword Military	8110	14205
10355942	MIDWEST	am	2013	b	mdu	eng	\	The Scarecrow Press, Inc.	p2064	14144
10353042	MIDWEST	am	2012	b	nyu	eng	\	Cambria Press	p8655	13968
10353043	MIDWEST	am	2011	\	gw\	eng	\	LAP Lambert Academic Publishing	591	13964
10353044	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13962
10353045	MIDWEST	am	2008	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13961
10353046	MIDWEST	am	2008	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13959
10353047	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13958
10353048	MIDWEST	am	2009	b	gw\	eng	\	VDM, Verlag Dr. Müller	591	13956
10353049	MIDWEST	am	2009	\	gw\	eng	\	VDM Verlag Dr.Müller	591	13953
10353050	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13952
10353051	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13951
10353052	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag	591	13950
10353053	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Muller	591	13949
10353054	MIDWEST	am	2008	b	gw\	eng	\	VDM Verlag Dr. Mul̈ler	591	13948
10353055	MIDWEST	am	2008	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13947
10353056	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13946
10353057	MIDWEST	am	2006	b	fi\	eng	\	Finnish Oriental Society	591	13945
10353058	MIDWEST	am	2011	b	gw\	eng	\	VDM Verlag Dr. Müller	591	13944
10353059	MIDWEST	am	2008	\	nyu	eng	\	Other Press	p2153	13939
10352632	MIDWEST	am	2013	b	nyu	eng	\	Cambria Press	2010	13920
10352635	MIDWEST	am	2007	b	ii\	eng	\	Published by Radhika Sabavala for Marg Publications on behalf of the National Centre for the Performing Arts	2010	13911
10333880	MIDWEST	am	2012	\	gw\	eng	\	AV Akademikerverlag	8140	13723
10329516	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13627
10329519	MIDWEST	am	2008	b	gw\	eng	\	VDM	2115	13610
10329522	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Muller	8140	13609
10328907	MIDWEST	am	2008	b	gw\	eng	\	VDM Verlag Dr. Müller	p8190	13597
10328908	MIDWEST	am	2009	b	gw\	eng	\	VDM Verlag Dr. Muller	p8190	13596
10328911	MIDWEST	am	2008	\	gw\	eng	\	VDM Verlag Dr. Muller	p8190	13595
10328913	MIDWEST	am	2010	b	gw\	eng	\	VDM	8110	13594
10328915	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8110	13583
10328917	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13577
10335553	MIDWEST	am	2014	\	ii\	eng	\	ADARG and Marg Foundation	2010	13773
10328919	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	p8154	13575
10328920	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8110	13572
10328922	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13569
10328925	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13568
10328926	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13567
10328929	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13565
10328931	MIDWEST	am	2010	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13564
10328933	MIDWEST	am	2011	b	gw\	eng	\	VDM, Verlag Dr. Müller	8110	13563
10328935	MIDWEST	am	2011	b	dk\	eng	\	VDM Verlag	8110	13562
10328938	MIDWEST	am	2011	b	gw\	eng	\	VDM Verlag Dr. Müfller	8110	13560
10328940	MIDWEST	am	2011	b	gw\	eng	\	VDM Verlag Dr. Müller	8140	13559
10328942	MIDWEST	am	2011	\	gw\	eng	\	VDM Verlag Dr. Muller GmbH	p8190	13558
10328943	MIDWEST	am	2011	b	gw\	eng	\	VDM Verlag Dr Müller	8140	13557
10328450	MIDWEST	am	2007	b	pau	eng	\	Casemate	8140	13487
10328451	MIDWEST	am	2013	b	mdu	eng	\	Naval Institute Press	8110	13482
10327863	MIDWEST	am	2014	\	vau	eng	\	Just World Books	p8352	13398
10323283	MIDWEST	am	2012	b	mau	eng	\	Harvard Business Review Press	591	13279
10232067	MIDWEST	am	2012	\	pr\	spa	\	Colección Maravilla	2310	11537
10299485	MIDWEST	am	1996	b	enk	eng	\	Bloodaxe Books ;$aChester Springs, PA :$bDistributed in North America by Dufour Editions	2662	12724
10299518	MIDWEST	am	2017	\	ph\	eng	\	National Historical Commission of the Philippines	p8154	12736
10299071	MIDWEST	am	2014	b	gw\	eng	\	Scholars' Press	2010	12718
10321483	MIDWEST	am	1994	\	enk	eng	\	Islamic Foundation	p8352	13170
10316478	MIDWEST	am	2007	\	vtu	eng	\	Harbor Mountain Press	p8352	12970
10299066	MIDWEST	am	1971	b	nyu	eng	\	Harper & Row, Publishers,$c1971	2662	12726
10299075	MIDWEST	am	2013	b	gw\	eng	\	Scholars' Press	2010	12716
10298582	MIDWEST	am	2004	b	miu	eng	\	Center for Japanese Studies, University of Michigan	8612	12626
2182216	MIDWEST	am	1992	b	miu	eng	\	Center for Japanese Studies, University of Michigan	8612	12628
10297934	MIDWEST	am	2010	b	ne\	eng	\	Hotei Publishing	8612	12603
2182216	MIDWEST	am	1992	b	miu	eng	\	Center for Japanese Studies, University of Michigan	8612	12628
10298033	MIDWEST	am	2013	b	ne\	eng	\	Hotei Publishing	8612	12600
10297914	MIDWEST	am	2011	b	ne\	eng	\	Brill	8612	12610
10297918	MIDWEST	am	2006	b	ne\	eng	\	Hotei ;$aClaremont, Calif. :$bScripps College	8612	12607
10297923	MIDWEST	am	2007	b	ne\	eng	\	Hotei Pub.	8612	12606
10297926	MIDWEST	am	2007	b	ne\	eng	\	Hotei	8612	12605
10297930	MIDWEST	am	2007	b	ne\	eng	\	Hotei Publishing	8612	12604
10298583	MIDWEST	am	2014	b	miu	eng	\	Center for Japanese Studies, The University of Michigan	8612	12624
10297936	MIDWEST	am	2011	b	ne\	eng	\	Hotei	8612	12602
10297938	MIDWEST	am	2012	b	cau	eng	\	Scripps College in association with Hotei Publishing	8612	12601
10297789	MIDWEST	am	1996	b	it\	ita	\	Brepols	592	12539
10292392	MIDWEST	am	1995	b	sp\	cat	o	Generalitat de Catalunya, Departament de Benestar Social :$bADIGSA	2616	12388
10292471	MIDWEST	am	2012	\	flu	eng	\	HardPress Publishing	8110	12387
10292475	MIDWEST	am	2017	\	th\	eng	\	White Lotus Press	p8155	12396
10292492	MIDWEST	am	2017	\	th\	eng	\	NA	p8190	12379
10292388	MIDWEST	am	2013	\	qea	eng	\	[Ken Park]	8110	12392
10292389	MIDWEST	am	2014	b	vra	eng	\	Penguin Books	8110	12391
10261943	MIDWEST	am	2013	d	hiu	eng	\	Iwalani Press	8110	12269
10250316	MIDWEST	am	1994	b	mtu	eng	\	Bozeman Fork Pub.	p2959	12154
10250310	MIDWEST	am	2016	\	dk\	dan	\	Lindhardt og Ringhof	2513	12174
10250304	MIDWEST	am	2014	\	cau	eng	\	Two Lines	2513	12173
10250309	MIDWEST	am	2001	\	ie\	eng	\	Dedalus Press	2513	12163
10250312	MIDWEST	am	2000	\	enk	eng	\	Harvill	2513	12162
10250305	MIDWEST	am	2017	b	dk\	dan	\	Gyldendal	2513	12177
10250307	MIDWEST	am	2012	\	dk\	dan	\	Gyldendal	2513	12175
10250313	MIDWEST	am	2005	\	dk\	dan	\	Gyldendal	2513	12172
10250315	MIDWEST	am	1995	\	dk\	dan	\	Gyldendal	2513	12171
10250317	MIDWEST	am	1995	\	dk\	dan	\	Gyldendal	2513	12170
10250319	MIDWEST	am	1998	\	dk\	dan	\	Munksgaard Rosinante	2513	12167
10250320	MIDWEST	am	1996	\	dk\	dan	\	Munksgaard/Rosinante	2513	12166
10250322	MIDWEST	am	1991	\	dk\	dan	\	Brøndum	2513	12164
10250323	MIDWEST	am	1976	\	dk\	dan	\	Brøndum	2513	12160
10250324	MIDWEST	am	1982	\	dk\	dan	\	Gyldendal,$c1982	2513	12159
10258754	MIDWEST	am	2002	\	nyu	eng	\	Harcourt	2513	12168
10248473	MIDWEST	am	2014	b	gw\	eng	\	Scholar's Press	8110	12055
10248474	MIDWEST	am	2013	b	gw\	eng	\	Scholar's Press	8610	12054
10248476	MIDWEST	am	2013	b	gw\	eng	\	Scholars' Press	8610	12053
10248478	MIDWEST	am	2013	b	gw\	eng	\	Scholar's Press	8610	12052
10248479	MIDWEST	am	2013	b	gw\	eng	\	Scholar's Press	8610	12048
10248480	MIDWEST	am	2013	b	gw\	eng	\	Scholars' Press	8610	12047
10248481	MIDWEST	am	2014	b	gw\	eng	\	Scholar's Press	p8155	12035
10248482	MIDWEST	am	2014	b	gw\	eng	\	Scholar's Press	8110	12034
10248483	MIDWEST	am	2014	b	gw\	eng	\	Scholar's Press	8110	12001
10248484	MIDWEST	am	2013	b	gw\	eng	\	Scholar's Press	8110	11999
10248485	MIDWEST	am	2014	b	gw\	eng	\	Scholar's Press	p8155	11995
10248486	MIDWEST	am	2014	b	gw\	eng	\	Scholars' Press	p8190	11994
10247861	MIDWEST	am	2003	\	ii\	eng	\	Penguin Books	2010	11922
10246373	MIDWEST	am	2011	\	lu\	eng	i	EUR-OP	4820	11844
10239982	MIDWEST	am	2014	\	enk	eng	\	Darf Publishers	2115	11690
10239986	MIDWEST	am	2014	\	enk	eng	\	Darf Publishers	2115	11685
10239988	MIDWEST	am	2014	\	enk	eng	\	Darf Publishers	2115	11684
10232066	MIDWEST	am	2005	b	flu	eng	\	Health Communications, Inc.	4210	11534
10232070	MIDWEST	am	1998	b	gw\	eng	\	MusikTexte	7110	11555
10226263	MIDWEST	am	2008	\	cb\	eng	\	Documentation Center of Cambodia	8110	11408
10227230	MIDWEST	am	2014	b	enk	eng	\	CentreHouse Press	p2091	11468
10215450	MIDWEST	am	2011	b	nyu	eng	\	Palgrave Macmillan	p2155	11325
10214775	MIDWEST	am	2013	b	ilu	eng	\	Haymarket Books	p559	11253
10215443	MIDWEST	am	2007	\	cau	eng	\	City Lights	p2153	11330
10215448	MIDWEST	am	2014	b	nyu	eng	\	Palgrave Macmillan	p2153	11328
10214771	MIDWEST	am	2014	b	be\	eng	\	P.I.E. Peter Lang	2021	11278
10214773	MIDWEST	am	2001	b	nyu	eng	\	Peter Lang	2021	11273
10214774	MIDWEST	am	2013	b	nyu	eng	\	Palgrave Macmillan	p559	11254
10214319	MIDWEST	am	2011	b	gw\	eng	\	LAP LAMBERT Academic Publishing	8110	11228
10214322	MIDWEST	am	2012	b	nyu	eng	\	Palgrave Macmillan	p2154	11218
10213272	MIDWEST	am	2012	b	gw\	eng	\	LAP LAMBERT Academic Publishing	8110	11190
10213275	MIDWEST	am	2011	b	gw\	eng	\	LAP Lambert Academic Pub.	8110	11189
10213277	MIDWEST	am	2014	b	ua\	eng	\	The American University in Cairo Press	2115	11178
10206664	MIDWEST	am	2001	b	enk	eng	\	Don Baker Memorial Fund :$bDistributed by Archetype Publications	p2155	10868
10206662	MIDWEST	am	2012	b	mau	eng	\	Harvard Business Review Press	p1352	10869
10206658	MIDWEST	am	2013	b	nyu	eng	\	McGraw-Hill Education	p1352	10872
10206660	MIDWEST	am	2012	b	nyu	eng	\	Business Expert Press	p1352	10871
10206661	MIDWEST	am	2009	b	cau	eng	\	TalentSmart	1341	10870
10393564	NHBS	am	1974	b	nyu	eng	\	Queens College ;$aBucks :$bInternational Bee Research Association	1010	15340
10393563	NHBS	am	2012	b	oru	eng	\	Beargrass Press	1010	15341
10393686	NHBS	am	2018	\	my\	eng	\	Natural History Publications Borneo	1010	15346
10393687	NHBS	am	2018	b	fi\	fin	\	Kirjapaino Bookwell Oy	p1182	15334
10393553	NHBS	am	2016	\	xx\	chi	\	Science Press	1010	15342
10393554	NHBS	am	2018	b	cc\	chi	u	Science Press	1010	15339
10393551	NHBS	am	2018	b	ii\	eng	\	Birdwing Publishers	1010	15345
10393556	NHBS	am	2018	b	ii\	eng	f	Zoological Survey of India,$cApril	1010	15338
10393558	NHBS	am	2018	b	ii\	eng	f	Zoological Survey of India,$cJanuary	1010	15337
10393561	NHBS	am	2018	\	ii\	eng	\	Zoological Survey of India,$cMarch	1010	15336
10388543	NHBS	am	2015	\	xna	eng	s	Department of Primary Industries	1010	15329
10393140	NHBS	am	2018	b	enk	eng	\	Edmonds Publishing	1010	15323
10377944	NIBO	am	2017	b	th\	tha	\	Matichon	8110	14897
10376650	NIBO	am	2017	\	th\	eng	\	White Lotus Press	8110	14841
10393679	PEMBERLEY	am	2016	b	flu	eng	\	International Biodiversity Foundation	1010	15357
10393683	PEMBERLEY	am	2018	b	cc\	eng	f	Xing zheng yuan nong ye wei yuan hui lin wu ju,$cminguo 107 nian [2018];\1$aTaipei shi :$bCouncil of Agriculture Executive Yuan, Forestry Bureau	1010	15350
10393560	PEMBERLEY	am	2014	b	flu	eng	\	The Florida Biodiversity Foundation	1010	15356
10393552	PEMBERLEY	am	2018	b	gw\	ger	\	Kleinsteuber Books	1010	15348
10393555	PEMBERLEY	am	2018	b	gw\	ger	\	Wolfgang H. Rücker Selbstverlag	1010	15347
10393557	PEMBERLEY	am	2018	b	enk	eng	\	FSC Publications	1010	15354
10393559	PEMBERLEY	am	2014	b	enk	eng	\	John Beaufoy Publishing	1010	15352
10393562	PEMBERLEY	am	2018	\	enk	eng	\	FSC Publications	p1182	15335
10393547	PEMBERLEY	am	2018	b	bu\	eng	\	Pensoft	1010	15353
10362992	PEMBERLEY	am	2017	b	gw\	ger	\	Bernhard Klausnitzer	p1182	14687
10362996	PEMBERLEY	am	2018	b	enk	eng	\	British Entomological and Natural History Society	p1182	14685
10363013	PEMBERLEY	am	2018	b	gw\	eng	\	International Dragonfly Fund ;$aRuppichteroth :$bVerlag Natur in Buch und Kunst, Dieter Prestel	p1182	14684
10353866	PEMBERLEY	am	2018	b	au\	eng	\	Prof. Maximilian Schwarz	p1166-mann	NA
10353926	PEMBERLEY	am	2017	b	sa\	eng	\	SANBI	1010	13986
10393550	PEMBERLEY	am	2015	\	flu	eng	\	International Biodiversity Foundation	1010	15355
10353930	PEMBERLEY	am	2018	b	xxk	\\\	\	Ocelli	p1166	13985
10353933	PEMBERLEY	am	2018	b	enk	eng	\	British Entomological and Natural History Society	1010	13980
10353425	PEMBERLEY	am	2018	b	au\	eng	\	Maximilian Schwarz	1010	13983
10207247	SOLIDAR	am	2017	b	ph\	eng	\	National Historical Commission of the Philippines	p8155	10954
10380075	SELECT	am	2018	b	si\	eng	\	ISEAS	8110	15014
9266746	PEMBERLEY	am	2015	b	hu\	eng	\	Pars Ltd	1010	13988
3655781	PEMBERLEY	am	1999	b	it\	eng	\	Omnes Artes	1010-mann	NA
10378249	SELECT	am	2017	b	my\	eng	\	Entrepot Publishing Sdn. Bhd.	8110	14921
10376551	SELECT	am	2017	\	my\	chi	\	Ce lüe zi xun yan jiu zhong xin	8110	14854
10376553	SELECT	am	2017	\	my\	chi	\	Da jiang chu ban she	8110	14853
10376554	SELECT	am	2017	\	my\	chi	\	Xin xiang tai yang ju fang	8110	14849
10376555	SELECT	am	2017	b	my\	chi	\	San san chu ban she	8110	14848
10376556	SELECT	am	2017	b	my\	chi	\	Xinshan Hua zu li shi wen wu guan	8110	14847
10376557	SELECT	am	2017	\	si\	chi	\	Xinjiapo yi lin tang	8110	14846
10376326	SELECT	am	2017	b	my\	chi	\	Ce lüe zi xun yan jiu zhong xin ;$aHong Kong :$bYa ji shu yuan	8110	14784
10376310	SELECT	am	2017	\	my\	chi	\	Wen yun qi ye	8110	14789
10382503	SELECT	am	2018	b	si\	eng	\	National Museum of Singapore	8110	15050
10376393	SELECT	am	2017	b	my\	eng	\	MEPSB Enterprise	8110	14768
10376419	SELECT	am	2017	b	my\	eng	a	Penerbit Universiti Malaysia Sabah	8110	14753
10356435	SELECT	am	2017	b	my\	eng	\	pVm Communications Sdn. Bhd.	8140	14161
10356439	SELECT	am	2017	\	my\	eng	\	Dewan Bahasa dan Pustaka	8140	14160
10356440	SELECT	am	2017	\	my\	eng	\	Universiti Putra Malaysia Press	8110	14159
10356441	SELECT	am	2017	\	si\	eng	\	Canopy, an imprint of the Select Centre	8110	14158
10356450	SELECT	am	2017	\	my\	eng	\	Karamoja Press	8140	14153
10356456	SELECT	am	2017	b	my\	eng	f	Dewan Bahasa dan Pustaka	8140	14151
10355832	SELECT	am	2017	\	si\	eng	\	Ethos Books	8140	14120
10355827	SELECT	am	2017	b	my\	eng	\	Strategic Information and Research Development Centre	8140	14127
10355839	SELECT	am	2017	\	si\	eng	\	Marshall Cavendish Editions	8140	14113
10355826	SELECT	am	2017	b	my\	eng	\	Entrepot Publishing	8140	14130
10355828	SELECT	am	2017	b	my\	eng	\	Areca Books	8140	14126
10355836	SELECT	am	2017	b	si\	eng	\	The Malay Heritage Foundation :$bSelect Publishing	8140	14116
10292491	SELECT	am	2017	\	my\	eng	\	Gerakbudaya Enterprise	8110	12383
10207960	SELECT	am	2017	b	si\	eng	\	ISEAS Yusof Ishak Institute	8110	11001
10359607	TAYLORFRAN	am	2018	b	flu	eng	\	CRC Press, Taylor & Francis Group	7040	14201
10356548	icarusfilm	gm	2017	\	nyu	kin	\	Icarus Films	6310	14195
10213271	VIDEODATA	gm	1997	\	ilu	eng	\	Video Data Bank	6714	11147
10323068	Igarashi	as	1918	\	ja\	jpn	\	Hara Shobō	8612	13205
10322053	Igarashi	am	2009	\	ja\	jpn	\	Matsuno Shoten	8612	13201
10322456	Igarashi	am	1978	\	ja\	jpn	\	Hatsubai Kabushiki Kaisha Yūshōdō Shoten,$c[between 1978 and 2012];\1$6880-04$a[Japan] :$b[publisher not identified]	8612	13192
10321489	Igarashi	am	1985	b	ja\	jpn	f	Kokuritsu Kōbunshokan	8612	13198
10321485	Igarashi	am	1969	b	ja\	jpn	\	Meiji Shoin	8612	13204
10321487	Igarashi	am	1994	b	ja\	jpn	\	Shintensha	8612	13202
10321488	Igarashi	am	1998	i	ja\	jpn	\	Ōzorasha	8612	13199
10321490	Igarashi	am	2006	\	ja\	jpn	\	Nishōgakusha Daigaku 21-seiki COE Puroguramu	8612	13197
10321491	Igarashi	am	1989	b	ja\	jpn	\	Shibunkaku Shuppan	8612	13194
10321492	Igarashi	am	1978	\	ja\	jpn	\	Hatsubai Kabushiki Kaisha Yūshōdō Shoten,$c[between 1978 and 2012];\1$6880-02$a[Japan] :$b[publisher not identified]	8612	13191
10321493	Igarashi	am	1979	\	ja\	jpn	\	Hatsubai Kabushiki Kaisha Yūshōdō Shoten,$c[between 1979 and 2012];\1$6880-02$a[Japan] :$b[publisher not identified]	8612	13190
10320603	Igarashi	am	1998	\	ja\	jpn	\	Rinsen Shoten	8612	13157
10320598	Igarashi	as	1925	\	ja\	jpn	\	Ōzorasha	8612	13139
10320601	Igarashi	as	1946	\	ja\	jpn	\	Ōzorasha	8612	13151
10320602	Igarashi	am	1989	\	ja\	jpn	\	Heibonsha	8612	13142
10320611	Igarashi	am	1991	\	ja\	jpn	\	Ōzorasha	NA	NA
