BIB_ID	VENDOR_CODE	bibtype	date	form	place	language	govdoc	publisher	fund	poofid
10232696	AMAZON	am	2017	\	ilu	eng	\	Bolden, An Agate imprint	p7360	11579
10232696	AMAZON	am	2017	\	ilu	eng	\	Bolden, An Agate imprint	p7360	11579
10232697	AMAZON	am	2017	\	nyu	eng	\	Roaring Brook Press	p7360	11577
10232697	AMAZON	am	2017	\	nyu	eng	\	Roaring Brook Press	p7360	11577
10232698	AMAZON	am	2017	\	nyu	eng	\	Roaring Brook Press	p7360	11575
10232499	AMAZON	am	2017	b	nyu	eng	\	Actar :$bHarvard University Graduate School of Design	p6752	11515
10232500	AMAZON	gm	2012	\	cau	fre	\	Vivendi Entertainment	p7358	11556
10232279	AMAZON	am	2017	b	nju	eng	\	John Wiley & Sons, Inc.	7540	11538
10227263	AMAZON	gm	2009	\	cau	spa	\	Strand Releasing Home Video	p7358	11492
10227301	AMAZON	am	2018	b	nyu	eng	\	Pearson	7540	11443
10227302	AMAZON	am	2016	b	nju	eng	\	Wiley	p1359	11442
10227259	AMAZON	am	2005	b	nyu	eng	\	Routledge	p7358	11496
10227260	AMAZON	am	2017	b	ilu	eng	\	Distributed by Yale University Press;\1$aChicago :$bArt Institute of Chicago ;$aNew York :$bMuseum of Modern Art	p7358	11495
7544393	AMAZON	am	2010	b	mau	eng	\	Wiley	1340	$zPOOF;poof.library.cornell.edu/node/6181
7544393	AMAZON	am	2010	b	mau	eng	\	Wiley	1340	$zPOOF;poof.library.cornell.edu/node/6181
6199457	AMAZON	am	2008	b	nyu	eng	\	Routledge	p7358	11498
10227109	AMAZON	gm	2003	\	nyu	kur	\	Wellspring Media	p7358	11422
10227112	AMAZON	gm	2015	\	cau	arm	\	Strand Releasing Home Video	p7358	11419
10227136	AMAZON	am	2018	b	onc	eng	\	University of Toronto Press	p7358	11343
10227107	AMAZON	am	2012	b	enk	eng	\	Routledge :$bImprint of Taylor & Francis Group	6310	11361
6199457	AMAZON	am	2008	b	nyu	eng	\	Routledge	p7358	11498
10227136	AMAZON	am	2018	b	onc	eng	\	University of Toronto Press	p7358	11343
10226265	AMAZON	am	2010	6	ag\	spa	\	La Editorial Común	2616	11376
7551038	AMAZON	am	2011	b	nyu	eng	\	Back Bay Books	1340	$zPOOF;poof.library.cornell.edu/node/6217
7551038	AMAZON	am	2011	b	nyu	eng	\	Back Bay Books	1340	$zPOOF;poof.library.cornell.edu/node/6217
6216697	AMAZON	am	2008	b	ctu	eng	\	Yale University Press	p1157	$zPOOF;poof.library.cornell.edu/node/32164
10226268	AMAZON	am	2013	6	sp\	spa	\	Edicions de Ponent	2616	11375
10226270	AMAZON	am	2011	\	enk	spa	\	Scholastic	2616	11374
10226272	AMAZON	am	2011	6	sp\	spa	\	Difusión	2616	11373
6216697	AMAZON	am	2008	b	ctu	eng	\	Yale University Press	p1157	$zPOOF;poof.library.cornell.edu/node/32164
6216697	AMAZON	am	2008	b	ctu	eng	\	Yale University Press	p1157	$zPOOF;poof.library.cornell.edu/node/32164
10226823	AMAZON	am	2015	6	sp\	spa	\	Astiberri Ediciones	2616	11369
10226274	AMAZON	am	2014	6	sp\	spa	\	Astiberri	2616	11372
10226276	AMAZON	am	2011	6	sp\	spa	\	Astiberri	2616	11371
10226278	AMAZON	am	2014	6	sp\	spa	\	Astiberri	2616	11370
10226280	AMAZON	am	2009	\	sp\	spa	\	Astiberri	2616	11368
10226282	AMAZON	am	2010	6	sp\	spa	\	Astiberri	2616	11365
10226283	AMAZON	am	2009	\	sp\	spa	\	Astiberri	2616	11364
10226259	AMAZON	am	2016	\	ii\	eng	\	Speaking Tiger Books 	2010	11403
10225662	AMAZON	am	1997	\	iau	eng	\	Kendall/Hunt	7540	11352
10225662	AMAZON	am	1997	\	iau	eng	\	Kendall/Hunt	7540	11352
8928417	AMAZON	am	2015	b	enk	eng	\	Zed Books	p7358	11340
8928417	AMAZON	am	2015	b	enk	eng	\	Zed Books	p7358	11340
4125554	AMAZON	am	2001	b	nju	eng	\	Princeton University Press	p7358	11339
4125554	AMAZON	am	2001	b	nju	eng	\	Princeton University Press	p7358	11339
7199560	AMAZON	am	2011	b	nyu	eng	\	Cornell University Press	p7358	11338
7199560	AMAZON	am	2011	b	nyu	eng	\	Cornell University Press	p7358	11338
5980631	AMAZON	am	2003	b	nyu	eng	\	Simon & Schuster	p7358	11337
5980631	AMAZON	am	2003	b	nyu	eng	\	Simon & Schuster	p7358	11337
5997802	AMAZON	am	2007	b	mdu	eng	\	Rowman & Littlefield Publishers	p7358	11336
10225699	AMAZON	am	2015	b	enk	eng	\	Oxford University Press	p7358	11335
5997802	AMAZON	am	2007	b	mdu	eng	\	Rowman & Littlefield Publishers	p7358	11336
7935815	AMAZON	am	2013	b	miu	eng	\	American Hotel & Lodging Educational Institute	7540	11326
8918627	AMAZON	am	2011	b	cau	eng	\	McSweeneys Books	8144	$zPOOF;poof.library.cornell.edu/node/35244
7935815	AMAZON	am	2013	b	miu	eng	\	American Hotel & Lodging Educational Institute	7540	11326
7935815	AMAZON	am	2013	b	miu	eng	\	American Hotel & Lodging Educational Institute	7540	11326
8918627	AMAZON	am	2011	b	cau	eng	\	McSweeneys Books	8144	$zPOOF;poof.library.cornell.edu/node/35244
10215494	AMAZON	gm	2017	\	cau	eng	\	Twentieth Century Fox Home Entertainment LLC	3110	11348
10215487	AMAZON	gm	2018	\	cau	eng	\	[Warner Bros. Entertainment],$c[2018];\2$aBurbank, CA :$bDistributed by Warner Bros. Home Entertainment	3110	11351
10215488	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Home Entertainment	3110	11350
10215491	AMAZON	gm	2018	\	cau	eng	\	Sony Pictures Home Entertainment	3110	11349
10215494	AMAZON	gm	2017	\	cau	eng	\	Twentieth Century Fox Home Entertainment LLC	3110	11348
10215454	AMAZON	am	2017	b	ne\	fre	\	Brill	p8352	11345
10215453	AMAZON	am	2017	b	nyu	eng	\	Matthew Marks Gallery,$c[2017];\2$aNew Haven ;$aLondon :$bDistributed by Yale University Press	p6794	11346
10215444	AMAZON	am	2018	b	sz\	eng	\	Lars Müller Publishers	6713	11355
10215446	AMAZON	am	2017	b	dcu	eng	\	Island Press	6712	11353
10215380	AMAZON	am	2009	b	enk	eng	\	Ashgate	2111	11315
10215127	AMAZON	am	2018	\	flu	eng	\	CRC PRESS	1510	11312
10215106	AMAZON	gm	2017	\	xxu	eng	\	The Criterion Collection	3110	11266
10215179	AMAZON	am	2016	b	nju	eng	\	John Wiley & Sons, Inc.	1340	11314
10215184	AMAZON	am	2017	b	sz\	eng	\	Springer	1340	11313
10215407	AMAZON	am	2017	b	nju	eng	\	Wiley	1340	11310
10215417	AMAZON	am	1976	b	sp\	spa	\	Ediciones Cátedra	p7358	11320
10215127	AMAZON	am	2018	\	flu	eng	\	CRC PRESS	1510	11312
10215104	AMAZON	gm	2017	\	cau	eng	\	Sony Pictures Home Entertainment	3110	11269
10215105	AMAZON	gm	2017	\	cau	eng	\	Shout! Factory	3110	11267
10215107	AMAZON	gm	2017	\	nyu	eng	\	IFC Films	3110	11265
10215108	AMAZON	gm	2018	\	cau	eng	\	Magnolia Home Entertainment	3110	11262
10215109	AMAZON	gm	2017	\	cau	eng	\	Paramount Home Entertainment	3110	11261
10215110	AMAZON	gm	2017	\	cau	eng	\	Twentieth Century Fox Home Entertainment	p3193	11259
10215113	AMAZON	gm	2017	\	cau	eng	\	Universal Pictures Home Entertainment	p3193	11258
10215079	AMAZON	am	2017	b	enk	eng	\	CABI	7540	11252
10215076	AMAZON	am	2012	b	flu	eng	\	University Press of Florida	1340	11264
10214992	AMAZON	am	2017	b	si\	eng	\	Springer	8110	11279
10214800	AMAZON	gm	2015	\	nyu	ita	\	Film Movement	p7358	11277
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books	1340	11263
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books	1340	11263
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books	1340	11263
6654585	AMAZON	am	2009	b	nyu	eng	\	Metropolitan Books	1340	11263
8074653	AMAZON	am	2015	\	nyu	eng	\	Visual Arts of the Americas	6711	$zPOOF;poof.library.cornell.edu/node/15998
10214768	AMAZON	am	2017	b	be\	eng	\	Peeters	p2755	11250
8074653	AMAZON	am	2015	\	nyu	eng	\	Visual Arts of the Americas	6711	$zPOOF;poof.library.cornell.edu/node/15998
10214770	AMAZON	am	2017	b	gau	eng	\	SBL Press	p2755	11249
10214392	AMAZON	am	2017	b	nyu	eng	\	Harper, an imprint of HarperCollinsPublishers	p7357	11224
10213971	AMAZON	am	1986	b	nyu	eng	\	Schocken Books,$c1986	p7358	11203
10213974	AMAZON	gm	2006	\	mx\	spa	\	Quality Films	NA	NA
10213976	AMAZON	am	2012	b	pau	eng	\	Paul Dry Books	p7358	11202
7117357	AMAZON	am	2011	\	enk	eng	\	Garland Science	p7358	11211
7117357	AMAZON	am	2011	\	enk	eng	\	Garland Science	p7358	11211
10213596	AMAZON	am	2016	b	pau	eng	\	PENN, University of Pennsylvania Press	p2853	11206
10213599	AMAZON	am	2017	b	nyu	eng	\	Peter Lang	p2153	11191
10213570	AMAZON	am	2017	b	nyu	eng	\	W.W. Norton & Company	p7358	11143
10213569	AMAZON	am	2010	b	nyu	eng	\	HarperBusiness	p6550	11148
10213555	AMAZON	am	2016	b	sz\	eng	\	EPFL Press	p6756	11161
10213558	AMAZON	am	2014	b	nyu	eng	\	Plume	p6550	11149
10213571	AMAZON	am	2017	b	nyu	eng	\	Teachers College Press, Columbia University	p7358	11139
10213573	AMAZON	gm	2012	\	cau	eng	\	Metro-Goldwyn Mayer Stuios Inc.,$c[2012];\2$a[Beverly Hills, California] :$bDistributed by Twentieth Century Fox Home Entertainment	NA	NA
10213570	AMAZON	am	2017	b	nyu	eng	\	W.W. Norton & Company	p7358	11143
10213537	AMAZON	gm	2009	\	cau	swe	\	Magnolia Home Entertainment	p7358	11185
10213535	AMAZON	gm	2012	\	ilu	eng	\	MPI Home Video	p7358	11186
10213544	AMAZON	gm	2004	\	xxu	eng	\	Turner Entertainment Co. ;$aBurbank, CA :$bDistributed by Warner Home Video	p7358	11184
10213546	AMAZON	gm	2001	\	cau	eng	\	Universal Studios	p7358	11183
10213549	AMAZON	am	2012	\	nyu	eng	\	Samuel French	p7358	11169
10213553	AMAZON	am	2000	b	nyu	eng	\	Penguin Books	p7358	11168
10213409	AMAZON	am	2017	\	ncu	eng	\	[CreateSpace Independent Publishing Platform]	2010	11167
9790597	AMAZON	am	2017	b	nyu	eng	\	Simon & Schuster	521	3040
9790597	AMAZON	am	2017	b	nyu	eng	\	Simon & Schuster	521	3040
8767009	AMAZON	am	2015	\	nju	eng	\	Princeton University Press	p7358-uris	$zPOOF;poof.library.cornell.edu/node/36591;Cornell;\\$
9790597	AMAZON	am	2017	b	nyu	eng	\	Simon & Schuster	521	3040
8767009	AMAZON	am	2015	\	nju	eng	\	Princeton University Press	p7358-uris	$zPOOF;poof.library.cornell.edu/node/36591;Cornell;\\$
8767009	AMAZON	am	2015	\	nju	eng	\	Princeton University Press	p7358-uris	$zPOOF;poof.library.cornell.edu/node/36591;Cornell;\\$
8767009	AMAZON	am	2015	\	nju	eng	\	Princeton University Press	p7358-uris	$zPOOF;poof.library.cornell.edu/node/36591;Cornell;\\$
8767009	AMAZON	am	2015	\	nju	eng	\	Princeton University Press	p7358-uris	$zPOOF;poof.library.cornell.edu/node/36591;Cornell;\\$
10213278	AMAZON	am	2013	b	ii\	eng	\	Documentation & Publication Department Men-Tsee-Khang Tibetan Medical & Astro. Institute	2010	11176
10213280	AMAZON	am	2003	\	ce\	eng	\	Visidunu Publication	2010	11158
10213353	AMAZON	am	2017	b	enk	eng	\	Seagull Books	p2553	11182
10213084	AMAZON	am	2017	\	nju	eng	\	John Wiley & Sons, Inc.	7540	11086
10208275	AMAZON	gm	2009	\	gw\	ger	\	Indigo :$bNeue Visionen Medien :$bgood!movies	2511	11113
10208171	AMAZON	gm	2017	\	ilu	fre	\	MPI Media Group,$c[2017];\2$aNew York, NY :$bSundance Selects	p7358	11018
10208221	AMAZON	am	2013	\	quc	eng	\	Linda Leith Pub.	p2654	11079
10208152	AMAZON	am	2008	\	inu	eng	\	Action Books	2310	11029
10208154	AMAZON	am	1996	\	\\\	\\\	\	NA	p2065	11045
10208156	AMAZON	gm	2015	\	sp\	spa	\	Avalon Distribución Audiovisual S.L.	NA	NA
685817	AMAZON	am	1980	b	nju	eng	\	Prentice-Hall	p6656	11044
10208093	AMAZON	am	2017	b	enk	eng	\	Liverpool University Press	2616	11032
685817	AMAZON	am	1980	b	nju	eng	\	Prentice-Hall	p6656	11044
685817	AMAZON	am	1980	b	nju	eng	\	Prentice-Hall	p6656	11044
10208096	AMAZON	am	2007	\	nyu	eng	\	Blaze Vox Books	2310	11030
10208097	AMAZON	am	2010	\	inu	eng	\	Action Books	2310	11028
10208099	AMAZON	am	2015	\	inu	eng	\	Action Books	2310	11027
10208102	AMAZON	am	2016	\	ilu	eng	\	Distributed to the trade by Small Press Distribution;\1$aNormal, Illinois :$bCo-Im-Press	2310	11026
10207967	AMAZON	am	2018	b	nyu	eng	\	Oxford University Press	p1207	10989
10207638	AMAZON	am	2017	b	pau	eng	\	Rodale	4210	11010
10207640	AMAZON	am	2014	b	nyu	eng	\	Plume,$c2014	4210	11009
10207647	AMAZON	am	2017	\	fr\	\\\	\	Études Books	6711	10985
10207644	AMAZON	am	2012	b	ncu	eng	\	New Rise Press	4210	11008
10207610	AMAZON	am	2018	\	nyu	eng	\	McGraw-Hill Education	p6656	10941
10207612	AMAZON	am	2012	b	gw\	eng	\	Wiley-VCH	p6656	10940
10207613	AMAZON	am	2016	b	si\	eng	\	Cengage Learning Asia Pte Ltd	p6656	10939
10207616	AMAZON	am	2017	b	cau	eng	\	SAGE	p7358	10938
10103946	AMAZON	am	2003	e	ii\	eng	\	Encyclopaedia Britannica (India)	2010-asia,ref	NA
10207291	AMAZON	am	2017	b	ne\	eng	\	Brill	1340	10978
10207287	AMAZON	am	2018	b	enk	eng	\	Oxford University Press	1340	10979
9717169	AMAZON	am	2013	b	nyu	eng	\	The Overlook Press	6710	1673
10207563	AMAZON	am	2016	\	wau	eng	\	Urban Land Institute	7540	10956
10207563	AMAZON	am	2016	\	wau	eng	\	Urban Land Institute	7540	10956
10207563	AMAZON	am	2016	\	wau	eng	\	Urban Land Institute	7540	10956
10207563	AMAZON	am	2016	\	wau	eng	\	Urban Land Institute	7540	10956
8210498	AMAZON	am	2013	\	nyu	eng	\	[publisher not identified]	1340	$zPOOF;poof.library.cornell.edu/node/16203
10207252	AMAZON	am	2018	b	cau	eng	\	Ten Speed Press	591	10944
10207247	AMAZON	am	2017	b	ph\	eng	\	National Historical Commission of the Philippines	p8155	10954
10207143	AMAZON	am	2017	b	fr\	fre	\	Zones	p4558	10964
10171249	AMAZON	am	2018	b	sz\	eng	\	Palgrave Macmillan	p7367	10568
8210498	AMAZON	am	2013	\	nyu	eng	\	[publisher not identified]	1340	$zPOOF;poof.library.cornell.edu/node/16203
8210498	AMAZON	am	2013	\	nyu	eng	\	[publisher not identified]	1340	$zPOOF;poof.library.cornell.edu/node/16203
10206881	AMAZON	am	2013	b	enk	eng	\	Oxbow Books	p2755	10874
10206877	AMAZON	am	2017	\	ne\	eng	\	Brill	p2755	10879
10206671	AMAZON	am	2009	b	it\	ita	\	LED	p2755	10877
10206652	AMAZON	am	2018	b	nyu	eng	\	Liveright Publishing Corporation, a division of W.W. Norton & Company	6310	10892
10206659	AMAZON	am	2017	b	nyu	eng	\	Hachette Books	6310	10889
10206665	AMAZON	am	2017	b	nyu	eng	\	Crown	p2967	10887
10206666	AMAZON	am	2017	b	nyu	eng	\	St. Martin's Press	p2996	10886
10206668	AMAZON	am	2015	b	be\	eng	\	Brepols	p3257	10884
10206669	AMAZON	am	2017	b	gw\	ger	\	Franz Steiner Verlag	p2755	10882
10206670	AMAZON	am	2016	b	gw\	ger	\	Franz Steiner Verlag	p2755	10881
10206672	AMAZON	am	2011	b	enk	eng	\	Oxford University Press	p2755	10876
10207599	BNABOOKS	am	2017	b	ilu	eng	\	Committee on Union Administration and Procedure, Section of Labor & Employment Law, American Bar Association ;$aArlington	p1354	15040
10207599	BNABOOKS	am	2017	b	ilu	eng	\	Committee on Union Administration and Procedure, Section of Labor & Employment Law, American Bar Association ;$aArlington	p1354	15040
9215975	BNABOOKS	am	2015	b	vau	eng	\	Bloomberg BNA	p1359	$zPOOF;poof.library.cornell.edu/node/39791
10407855	BOKSTUD	am	2017	\	ic\	ice	\	Veröld	p8350	15433
7486593	BNABOOKS	am	2011	b	vau	eng	\	BNA Books	p1359	$zPOOF;poof.library.cornell.edu/node/4845
10405649	BOKSTUD	am	2016	\	ic\	ice	\	Veröld	p8350	15401
10405662	BOKSTUD	am	2012	\	ic\	ice	\	NA	p8350	15399
10356549	BOKSTUD	am	2018	\	dk\	dan	\	Lindhardt og Ringhof	2513	14187
10387278	BOKSTUD	am	2012	b	ic\	ice	\	Sögufélag	p8350	15277
10356549	BOKSTUD	am	2018	\	dk\	dan	\	Lindhardt og Ringhof	2513	14187
10356549	BOKSTUD	am	2018	\	dk\	dan	\	Lindhardt og Ringhof	2513	14187
10356549	BOKSTUD	am	2018	\	dk\	dan	\	Lindhardt og Ringhof	2513	14187
10297395	BREPOLS	am	2000	b	be\	eng	\	Brepols	592	12554
10297398	BREPOLS	am	1998	b	be\	eng	\	Brepols	592	12552
10297400	BREPOLS	am	1995	b	be\	eng	\	Brepols	592	12534
10297393	BREPOLS	am	1997	b	be\	fre	\	Brepols	592	12551
10206673	BREPOLS	am	2016	\	be\	fre	\	Brepols Publishers	p2755	10875
10406189	BULLFROG	gm	200u	\	pau	eng	\	Bullfrog Films	1010	15380
10316479	CALNEWS	gm	2017	\	cau	eng	\	California Newsreel	6310	12972
10232410	BEREN	am	2017	b	cl\	spa	\	LOM ediciones	2310	11540
10380026	CASALINI/E	am	2017	b	sp\	spa	\	Ediciones del Genal	p8154	15002
10377645	CASALINI/E	am	2017	b	sp\	spa	\	Catarata	8110	14890
10377648	CASALINI/E	am	2017	\	it\	ita	\	Rizzoli	8110	14876
10385684	CASALINI/E	am	2017	\	it\	ita	\	Elemento 115	8110	15261
10382109	CASALINI/E	am	2017	b	it\	ita	\	Edizioni di storia e letteratura	8110	15066
10360677	CASALINI/E	am	2017	b	it\	eng	\	Food and Agriculture Organization of the United Nations	8110	14517
10356100	CASALINI/E	am	2015	b	sp\	cat	\	Cossetània Edicions	7110	14171
10355937	CASALINI/E	am	2015	b	sp\	spa	\	Contra	7110	14172
10358679	CASALINI/E	am	2016	b	it\	ita	\	Skira	p4850	14314
10354463	CASALINI/E	am	2016	b	sp\	spa	\	Ediciones Universidad	7110	14086
10354465	CASALINI/E	am	2016	\	sp\	spa	\	Libargo	7110	14082
10354466	CASALINI/E	am	2016	b	sp\	spa	\	Editorial Alpuerto	7110	14081
10353945	CASALINI/E	am	2017	b	it\	ita	\	Zecchini editore	7110	14046
10353948	CASALINI/E	am	2015	b	it\	eng	\	Mimesis International	7110	14042
10353426	CASALINI/E	am	2017	b	it\	ita	\	EDT	7110	13974
10353427	CASALINI/E	am	2017	\	it\	ita	\	Libreria Musicale Italiana	7110	13971
10352630	CASALINI/E	am	2017	b	it\	ita	\	Edizioni dal Sud	7110	13909
10328447	CASALINI/E	am	2016	b	it\	fre	\	Libreria musicale italiana	7110	13532
10328214	CASALINI/E	am	2016	b	it\	ita	\	Carocci editore	p2651	13431
10327867	CASALINI/E	am	2016	b	it\	ita	\	Agorà & Co.	p2651	13437
10327870	CASALINI/E	am	2018	b	it\	ita	\	Salani editore	4820	13436
10327871	CASALINI/E	am	2018	b	it\	ita	\	Aracne editrice	4820	13434
10327875	CASALINI/E	am	2018	b	it\	ita	\	Mauro Pagliai editore	p2651	13433
10327877	CASALINI/E	am	2018	\	sp\	spa	\	Entrepueblos	4820	13428
10327884	CASALINI/E	am	2018	\	sp\	cat	\	Editorial Base	4820	13425
10327885	CASALINI/E	am	2018	\	sp\	spa	\	Catarata	4820	13423
10327887	CASALINI/E	am	2018	\	sp\	spa	\	Catarata	4820	13422
10327890	CASALINI/E	am	2017	b	sp\	cat	\	Viena Edicions :$bIEFC, Insitut d'Estudis Fotogràfics de Catalunya :$bAjuntament de Barcelona	4820	13419
10327891	CASALINI/E	am	2017	\	sp\	cat	\	Publicacions de la Abadia de Montserrat	4820	13417
10323293	CASALINI/E	am	2017	b	it\	ita	\	FrancoAngeli	7110	13336
10323297	CASALINI/E	am	2017	b	it\	ita	\	Marsilio	7110	13332
10323300	CASALINI/E	am	2017	b	sp\	spa	\	Edicions Bellaterra :$bCentro de Investigación sobre Asia Oriental, Universitat Autònoma de Barcelona	p8155	13285
10328902	CASALINI/E	am	2017	\	sp\	spa	\	La Oveja Roja	1341	13561
10322870	CASALINI/E	am	2015	b	it\	ita	\	Bompiani	p2155	13216
10319214	CASALINI/E	am	2017	b	it\	ita	\	Libreria Musicale Italiana	7110	13062
10319218	CASALINI/E	am	2017	b	it\	ita	\	Castelvecchi	7110	13057
10319219	CASALINI/E	am	2016	b	it\	ita	\	Carocci editore	7110	13053
10319220	CASALINI/E	am	2016	b	it\	ita	\	Editrice Clinamen	7110	13052
10316035	CASALINI/E	am	2017	\	sp\	spa	\	Acantilado	7110	12961
10319901	CASALINI/E	am	2017	b	it\	ita	\	Giuntina	p2657	13105
10319906	CASALINI/E	am	2004	\	it\	ita	\	Ananke	2662	13083
10316029	CASALINI/E	am	2017	b	it\	ita	\	Edizioni Unicopli	7110	12965
10316033	CASALINI/E	am	2017	b	it\	ita	\	Pendragon	7110	12964
10316034	CASALINI/E	am	2017	b	it\	ita	\	CLEUP editrice	7110	12962
10316036	CASALINI/E	am	2017	\	it\	ita	\	Libreria Musicale Italiana	7110	12960
10297394	CASALINI/E	am	2014	b	it\	ita	\	EDT	p4850	12553
10297397	CASALINI/E	am	2007	b	it\	ita	\	Bollati Boringhieri	p4850	12547
10297402	CASALINI/E	am	2000	b	it\	ita	\	Bollati Boringhieri	p4850	12545
10297404	CASALINI/E	am	2009	\	it\	ita	\	Einaudi	p4850	12544
10297406	CASALINI/E	am	2002	b	it\	ita	\	Bollati Boringhieri	p4850	12543
10297409	CASALINI/E	am	2010	b	it\	ita	\	G. Einaudi	p4850	12542
10297412	CASALINI/E	am	2012	b	it\	ita	\	Einaudi	p4850	12540
10297414	CASALINI/E	am	2004	b	it\	ita	\	G. Einaudi	p4850	12538
10297415	CASALINI/E	am	1999	\	it\	ita	\	Bollati Boringhieri	p4850	12537
10297416	CASALINI/E	am	2002	b	it\	ita	\	Einaudi	p4850	12536
10297418	CASALINI/E	am	2008	b	it\	ita	\	G. Einaudi	p4850	12533
10297419	CASALINI/E	am	1997	b	it\	ita	\	Zanichelli	p4850	12532
10294988	CASALINI/E	am	2017	b	it\	ita	\	Libreria Musicale Italiana	7110	12454
10294990	CASALINI/E	am	2017	k	it\	ita	\	De Ferrari	p7153	12452
10292396	CASALINI/E	am	2017	b	it\	ita	\	Accademia University Press	7110	12403
10245813	CASALINI/E	am	2008	b	it\	ita	\	BeccoGiallo	2620	11836
10245814	CASALINI/E	am	2014	6	it\	ita	\	Coconino Press	2620	11832
10245816	CASALINI/E	am	2016	\	it\	ita	\	Coconino Press :$bFandango	2620	11831
10207146	CASALINI/E	am	2017	b	sp\	spa	\	Ediciones Polifemo	p8154	10962
8827944	PROQUEST/E	am	2007	b	mdu	eng	\	AltaMira Press	p7361	$zPOOF;poof.library.cornell.edu/node/31725
9215427	PROQUEST/E	am	2013	b	cau	eng	\	O'Reilly Media	p6550	$zPOOF;poof.library.cornell.edu/node/39631
10380034	DKA	am	2017	\	ii\	hin	\	Vāṇī Prakāśana	8110	14998
10376480	DKA	am	2018	\	xx\	eng	\	Oxford uniersity press	2010	14814
10360752	DKA	am	2017	b	ii\	eng	\	Aarti Prakashan	8110	14532
10360688	DKA	am	2017	b	ii\	eng	\	Pentagon Press	8110	14546
10360690	DKA	am	2017	\	ii\	eng	\	Biotech Books	8110	14530
10360691	DKA	am	2017	\	ii\	eng	\	Indian Institute of Advanced Study	8110	14526
10360695	DKA	am	2017	b	ii\	eng	\	Aryan Books International in association with Indian Institute of Technology, Gandhinagar	8110	14523
10360696	DKA	am	2017	b	ii\	eng	\	Authorspress	8110	14518
10355941	DKA	am	2015	b	ii\	eng	\	Rupa	7110	14174
10352386	DKA	am	2005	\	ii\	eng	\	Rupa & Co.	2010	13871
10376451	DKA	am	2018	b	ii\	eng	\	Oxford University Press	2010	14816
10376459	DKA	am	2018	b	ii\	eng	\	Oxford University Press	2010	14815
10359741	DKA	am	2017	b	ii\	eng	\	Oxford University Press	8110	14374
10354461	DKA	am	2016	b	ii\	eng	\	SANDHI, The Science & Heritage Initiative, Indian Institute of Technology Kharagpur	6711	14080
10298570	DKA	am	2017	\	ii\	eng	\	Indian Institute of Advanced Study	p8155	12700
10247857	DKA	am	2015	\	ii\	eng	\	Aleph Book Company	2010	11920
10323294	DKA	am	2017	b	ii\	eng	\	Research India Press	8110	13292
10246911	DKA	am	1997	\	ii\	eng	\	Sterling Newpapers ;$aChennai :$bDistributors, EastWest Books (Madras)	2010	11919
10244216	DKA	am	1991	\	ii\	san	\	Rāṣṭriyasaṃskr̥tasaṃsthānam	2010	11810
10226267	DKA	am	2016	\	ce\	sin	\	Grāphikeyā	2010	11405
10226266	DKA	am	2016	\	ii\	eng	\	Speaking Tiger	2010	11401
10226271	DKA	am	2016	\	ii\	eng	\	Speaking Tiger	2010	11400
10226273	DKA	am	2017	b	ii\	eng	\	Speaking Tiger	2010	11398
10226275	DKA	am	2016	\	ii\	eng	\	Speaking Tiger	2010	11397
10226277	DKA	am	2016	b	ii\	eng	\	Speaking Tiger	2010	11396
10226279	DKA	am	2016	b	ii\	eng	\	Speaking Tiger	2010	11395
10226262	DKA	am	2016	\	ii\	eng	\	Speaking Tiger	2010	11404
10213592	DKA	am	2017	q	ii\	eng	\	HarperCollins Publishers India	2010	11204
10406751	CUL/PC	gm	2002	\	nju	eng	\	Films for the Humanities	NA	NA
10406565	CUL/PC	am	1993	\	quc	eng	\	Signal Editions	p3150	15410
10404592	CUL/PC	am	2018	\	ii\	eng	\	Oxford University Press	p2053	15373
10352764	CUL/PC	am	2012	b	flu	eng	\	CRC Press	p7291	13936
10387994	CUL/PC	gm	2017	\	xxu	eng	\	NA	p7367	15309
10386161	CUL/PC	am	1990	b	fr\	fre	\	Sindbad	p2156	15276
10385134	CUL/PC	am	2009	b	dcu	eng	\	North American Association for Environmental Education	1010	15221
10385144	CUL/PC	am	2018	\	xx\	eng	\	GERLACH PRESS	p2156	15167
10385127	CUL/PC	am	2009	b	gw\	ger	\	Mohr Siebeck	p2553	15224
10385123	CUL/PC	am	2018	b	pau	eng	\	Eisenbrauns	p2257	15227
10385173	CUL/PC	am	2018	\	sz\	eng	\	NA	p6756	15168
10383294	CUL/PC	gm	2018	\	nyu	ara	\	Film Sprout	p2156	15082
10382915	CUL/PC	am	2015	b	enk	eng	\	Anarres Editions	591	15080
8856739	CUL/PC	am	2006	\	ne\	dut	\	KIT Publishers	8140	$zPOOF;poof.library.cornell.edu/node/32120
10380025	CUL/PC	am	2017	b	gw\	eng	\	Hempen Verlag	592	14985
8595043	CUL/PC	am	2013	b	gw\	eng	\	Universitätsverlag	8110	15032
10377646	CUL/PC	am	2012	b	nyu	eng	\	Edwin Mellen Press	p2952	14911
10377649	CUL/PC	am	2002	b	nyu	eng	\	Edwin Mellen Press	p2952	14910
10376982	CUL/PC	am	2012	\	gw\	geo	\	NA	p2553	14866
